ID	HMsrDay	HMsrDate	LfCountH	MaxLfLgthH	MaxLfWdthH	BoltedH	BoltCountH	MaxBoltHtH	FlrHeadCount	HarvestDay	HarvestDate	CrownDiam.mmH	ShootMass.gH	RootMass.gH
TR001.10.d	77	30-Nov-09	14	21	4.3	n				77	30-Nov-09	5.87	1.288	3.133
US022.17.c	77	30-Nov-09	14	15.1	3.1	n				77	30-Nov-09	5.63	1.263	3.136
TR003.24.e	77	30-Nov-09	8	11.2	2.1	n				77	30-Nov-09	3.49	0.556	0.636
RU005.7.f	77	30-Nov-09	13	12.5	2.9	n				77	30-Nov-09	4.05	0.701	1.893
RU003.4.a	80	3-Dec-09	25	16.6	3.6	n				80	3-Dec-09	5.76	1.349	2.244
UA001.22.d	80	3-Dec-09	16	15.5	3.7	n				80	3-Dec-09	8	0.986	2.17
RO002.15.a	80	3-Dec-09	14	16.6	3.4	n				80	3-Dec-09	4.89	1.266	2.144
US015.17.h	80	3-Dec-09	11	18.1	4.8	n				80	3-Dec-09	4.61	1.314	1.675
UA002.15.b	80	3-Dec-09	11	27.5	6.3	n				80	3-Dec-09	6.06	1.723	2.969
RO001.6.g	80	3-Dec-09	0			y	1	41	93	80	3-Dec-09	6.75	2.769	4.088
RO004.20.i	80	3-Dec-09	72	13.1	1.9	y	1	37.3	22	80	3-Dec-09	5.08	2.02	1.174
CA008.5.f	80	3-Dec-09	9	14.2	3.1	n				80	3-Dec-09	5.8	1.168	1.875
TR003.6.b	80	3-Dec-09	7	16.2	3.1	n				80	3-Dec-09	3.16	0.677	0.405
CA001.3.f	80	3-Dec-09	12	20.1	5.2	n				80	3-Dec-09	4.82	1.371	2.715
UA003.11A.d	80	3-Dec-09	9	24.1	6.3	n				80	3-Dec-09	5.68	2.039	4.69
US021.10.a	80	3-Dec-09	13	14.2	3.2	n				80	3-Dec-09	4.5	1.301	2.391
RU005.7.d	80	3-Dec-09	16	21	4.7	n				80	3-Dec-09	4.75	1.798	2.504
TR001.1.g	80	3-Dec-09	16	16.5	2.5	n				80	3-Dec-09	7.74	1.639	2.501
US002.1.i	80	3-Dec-09	16	18.9	3.6	n				80	3-Dec-09	5.81	1.411	1.934
US012.31.h	80	3-Dec-09	9	14.4	2.3	n				80	3-Dec-09	4.2	0.561	0.94
US020.24.b	80	3-Dec-09	13	18.5	4.7	n				80	3-Dec-09	6.22	1.677	5.241
RU008.18.e	80	3-Dec-09	16	17.9	3.1	n				80	3-Dec-09	7.55	1.924	3.285
US022.23.j	80	3-Dec-09	13	15.8	3.4	n				80	3-Dec-09	4.34	0.924	1.397
TR005.9.a	80	3-Dec-09	3	17.4	3.7	n				80	3-Dec-09	4.38	0.449	0.54
UA004.5.i	80	3-Dec-09	13	16.9	3.4	n				80	3-Dec-09	5.38	1.462	1.918
GR001.28.i	80	3-Dec-09	15	19.7	4.2	n				80	3-Dec-09	5.74	1.169	3.701
RU004.10.b	80	3-Dec-09	17	22.4	6.4	n				80	3-Dec-09	5.92	1.578	2.35
GR003.9.f	80	3-Dec-09	17	23.6	3.7	n				80	3-Dec-09	7.56	1.588	3.307
GR002.17.a	80	3-Dec-09	14	23.1	4.1	n				80	3-Dec-09	6.17	1.222	2.505
UA005.18.j	80	3-Dec-09	14	20.5	4.6	n				80	3-Dec-09	5.39	1.467	5.486
BG001.22.j	80	3-Dec-09	22	16.5	3	n				80	3-Dec-09	6.36	1.177	2.17
HU001.5.k	80	3-Dec-09	16	17	4.8	n				80	3-Dec-09	5.39	3	2.403
RO005.23.i	80	3-Dec-09	16	19	4.7	n				80	3-Dec-09	6.36	1.661	2.008
US001.23.j	80	3-Dec-09	15	18.4	5.6	n				80	3-Dec-09	7.18	1.6	2.536
RU001.6.d	80	3-Dec-09	15	14.2	3.6	n				80	3-Dec-09	4.63	1.04	2.45
RO003.4.e	80	3-Dec-09	11	17.2	4.1	n				80	3-Dec-09	6	1.075	2.281
TR004.14.f	80	3-Dec-09	5	13	2.2	n				80	3-Dec-09	4.2	0.591	0.596
US003.19.b	80	3-Dec-09	14	16.1	4.1	n				80	3-Dec-09	5.48	1.805	2.28
RU002.6.a	80	3-Dec-09	21	16.1	3.5	n				80	3-Dec-09	5.87	1.424	2.862
US026.24.i	80	3-Dec-09	12	15	4	n				80	3-Dec-09	4.14	0.726	1.892
RO003.4.c	75	28-Nov-09	15	17.9	4.1	n				77	30-Nov-09	5.51	1.982	7.044
RU008.21.h	75	28-Nov-09	13	18.3	3.8	n				77	30-Nov-09	5.46	1.677	3.843
UA003.9A.g	75	28-Nov-09	11	22.8	7.4	n				77	30-Nov-09	4.45	1.397	3.298
TR001.10.a	75	28-Nov-09	8	21.3	5.2	n				77	30-Nov-09	5.92	1.397	2.875
HU001.28.i	75	28-Nov-09	14	21.9	6.4	n				77	30-Nov-09	6.53	2.481	4.574
RO001.21.a	75	28-Nov-09	4	17	3.7	n				77	30-Nov-09	4.35	1.11	2.168
GR002.2.f	75	28-Nov-09	4	15.1	4.3	y	1	37.5	47	77	30-Nov-09	6.64	2.535	2.582
GR001.14.c	75	28-Nov-09	8	16.4	3.8	n				77	30-Nov-09	4.22	1.044	2.041
RU004.10.a	75	28-Nov-09	18	19.8	5.1	n				77	30-Nov-09	5.48	1.397	3.326
GR003.10.i	75	28-Nov-09	10	19.8	4.6	n				77	30-Nov-09	5.5	1.571	3.268
TR003.15.c	75	28-Nov-09	8	18.7	4	n				77	30-Nov-09	4.36	0.694	1.139
CA008.2.c	75	28-Nov-09	15	22.1	4.4	n				77	30-Nov-09	5.43	1.647	3.257
BG001.22.g	75	28-Nov-09	19	19.1	5	n				77	30-Nov-09	5.97	1.257	3.597
US011.8.i	75	28-Nov-09	16	18.2	5.2	n				77	30-Nov-09	7.01	2.075	3.243
US002.24.d	75	28-Nov-09	18	20.3	6	n				77	30-Nov-09	6.26	1.183	2.148
US001.20.f	75	28-Nov-09	18	23.1	7.5	n				77	30-Nov-09	7.58	2.289	9.607
CA001.2.f	75	28-Nov-09	13	22.4	5.4	n				77	30-Nov-09	5.4	1.797	5.288
US003.20.f	75	28-Nov-09	15	17.8	3.3	n				77	30-Nov-09	6.23	1.805	4.455
US014.4.b	75	28-Nov-09	16	15.2	4.2	n				77	30-Nov-09	4.24	1.119	1.911
US015.13.a	75	28-Nov-09	12	16.5	4.8	n				77	30-Nov-09	5.92	1.281	2.979
RO002.15.j	75	28-Nov-09	14	15.8	3.9	n				77	30-Nov-09	5.24	1.16	1.796
RO004.3.a	75	28-Nov-09	15	16.9	3.8	n				77	30-Nov-09	6.87	1.723	2.878
RU005.11.d	75	28-Nov-09	23	17.5	4.2	n				77	30-Nov-09	6.19	1.636	8.638
TR004.8.b	75	28-Nov-09	9	18.6	4.1	n				77	30-Nov-09	4.6	0.932	1.304
UA005.7.h	75	28-Nov-09	13	17.9	6.9	n				77	30-Nov-09	9.27	1.924	5.885
US022.31.f	75	28-Nov-09	15	16.4	4.1	n				77	30-Nov-09	6.94	1.245	3.122
TR005.18.j	75	28-Nov-09	8	16.7	5.5	n				77	30-Nov-09	4.38	0.928	1.118
RO005.14.a	75	28-Nov-09	19	17.1	6	n				77	30-Nov-09	5.51	1.259	3.098
